location,date,total_cases_per_million
Guatemala,5/20/2021,13438.289
Guatemala,5/21/2021,13488.098
Guatemala,5/22/2021,13540.153
Guatemala,5/23/2021,13559.221
Guatemala,5/24/2021,13569.632
Guatemala,5/25/2021,13634.29
Guatemala,5/26/2021,13714.949
Guatemala,5/27/2021,13771.935
Guatemala,5/28/2021,13859.224
Guatemala,5/29/2021,13908.977
Guatemala,5/30/2021,13930.238
Guatemala,5/31/2021,13940.758
Guatemala,6/1/2021,14018.348
Guatemala,6/2/2021,14091.444
Guatemala,6/3/2021,14171.774
Guatemala,6/4/2021,14244.158
Guatemala,6/5/2021,14322.953
Guatemala,6/6/2021,14353.967
Guatemala,6/7/2021,14370.241
Guatemala,6/8/2021,14456.872
Guatemala,6/9/2021,14556.927
Guatemala,6/10/2021,14654.736
Guatemala,6/11/2021,14756.709
Guatemala,6/12/2021,14856.601
Guatemala,6/13/2021,14887.943
Guatemala,6/14/2021,14903.669
Guatemala,6/15/2021,14999.013
Guatemala,6/16/2021,15079.671
Guatemala,6/17/2021,15174.192
Guatemala,6/18/2021,15255.398
Guatemala,6/19/2021,15339.673
Guatemala,6/20/2021,15370.358
Guatemala,6/21/2021,15389.372
Guatemala,6/22/2021,15491.235
Guatemala,6/23/2021,15602.359
Guatemala,6/24/2021,15710.141
Guatemala,6/25/2021,15835.019
Guatemala,6/26/2021,15937.211
Guatemala,6/27/2021,15977.924
Guatemala,6/28/2021,15998.855
Guatemala,6/29/2021,16037.048
Guatemala,6/30/2021,16086.856
Guatemala,7/1/2021,16243.296
Guatemala,7/2/2021,16378.42
Guatemala,7/3/2021,16503.626
Guatemala,7/4/2021,16548.722
Guatemala,7/5/2021,16577.325
Guatemala,7/6/2021,16729.929
Guatemala,7/7/2021,16891.793
Guatemala,7/8/2021,17059.959
Guatemala,7/9/2021,17222.152
Guatemala,7/10/2021,17387.03
Guatemala,7/11/2021,17454.428
Guatemala,7/12/2021,17488.181
Guatemala,7/13/2021,17650.539
Guatemala,7/14/2021,17809.663
Guatemala,7/15/2021,17959.308
Guatemala,7/16/2021,18117.994
Guatemala,7/17/2021,18253.611
Guatemala,7/18/2021,18292.023
Guatemala,7/19/2021,18322.05
Guatemala,7/20/2021,18507.641
Guatemala,7/21/2021,18677.231
Guatemala,7/22/2021,18861.561
Guatemala,7/23/2021,19041.014
Guatemala,7/24/2021,19222.934
Guatemala,7/25/2021,19292.633
Guatemala,7/26/2021,19319.811
Guatemala,7/27/2021,19464.415
Guatemala,7/28/2021,19660.307
Guatemala,7/29/2021,19843.102
Guatemala,7/30/2021,20029.076
Guatemala,7/31/2021,20191.05
Guatemala,8/1/2021,20253.626
Guatemala,8/2/2021,20288.256
Guatemala,8/3/2021,20441.079
Guatemala,8/4/2021,20682.122
Guatemala,8/5/2021,20905.028
Guatemala,8/6/2021,21124.098
Guatemala,8/7/2021,21343.168
Guatemala,8/8/2021,21398.182
Guatemala,8/9/2021,21431.278
Guatemala,8/10/2021,21609.581
Guatemala,8/11/2021,21862.624
Guatemala,8/12/2021,22101.42
Guatemala,8/13/2021,22332.436
Guatemala,8/14/2021,22560.766
Guatemala,8/15/2021,22632.492
Guatemala,8/16/2021,22673.972
Guatemala,8/17/2021,22883.453
Guatemala,8/18/2021,23138.25
Guatemala,8/19/2021,23457.485
Guatemala,8/20/2021,23744.774
Guatemala,8/21/2021,23995.735
Guatemala,8/22/2021,24068.832
Guatemala,8/23/2021,24110.147
Guatemala,8/24/2021,24379.574
Guatemala,8/25/2021,24665.932
Guatemala,8/26/2021,24946.098
Guatemala,8/27/2021,25206.593
Guatemala,8/28/2021,25411.307
Guatemala,8/29/2021,25482.869
Guatemala,8/30/2021,25523.417
Guatemala,8/31/2021,25768.789
Guatemala,9/1/2021,26057.613
Guatemala,9/2/2021,26267.368
Guatemala,9/3/2021,26535.151
Guatemala,9/4/2021,26675.207
Guatemala,9/5/2021,26734.33
Guatemala,9/6/2021,26769.399
Guatemala,9/7/2021,26990.332
Guatemala,9/8/2021,27270.882
Guatemala,9/9/2021,27443.486
Guatemala,9/10/2021,27706.502
Guatemala,9/11/2021,27926.449
Guatemala,9/12/2021,27985.079
Guatemala,9/13/2021,28025.244
Guatemala,9/14/2021,28260.807
Guatemala,9/15/2021,28492.59
Guatemala,9/16/2021,28553.248
Guatemala,9/17/2021,28776.153
Guatemala,9/18/2021,28963.936
Guatemala,9/19/2021,29009.634
Guatemala,9/20/2021,29042.731
Guatemala,9/21/2021,29246.458
Guatemala,9/22/2021,29478.953
Guatemala,9/23/2021,29700.16
Guatemala,9/24/2021,29906.846
Guatemala,9/25/2021,30060.711
Guatemala,9/26/2021,30113.095
Guatemala,9/27/2021,30155.451
Guatemala,9/28/2021,30317.425
Guatemala,9/29/2021,30534.139
Guatemala,9/30/2021,30702.414
Guatemala,10/1/2021,30863.62
Guatemala,10/2/2021,30990.142
Guatemala,10/3/2021,31027.622
Guatemala,10/4/2021,31048.773
Guatemala,10/5/2021,31202.417
Guatemala,10/6/2021,31348.336
Guatemala,10/7/2021,31491.351
Guatemala,10/8/2021,31606.694
Guatemala,10/9/2021,31715.791
Guatemala,10/10/2021,31753.052
Guatemala,10/11/2021,31768.668
Guatemala,10/12/2021,31863.135
Guatemala,10/13/2021,31956.45
Guatemala,10/14/2021,32033.821
Guatemala,10/15/2021,32127.246
Guatemala,10/16/2021,32202.26
Guatemala,10/17/2021,32223.192
Guatemala,10/18/2021,32233.767
Guatemala,10/19/2021,32328.234
Guatemala,10/20/2021,32409.002
Guatemala,10/21/2021,32425.824
Guatemala,10/22/2021,32518.537
Guatemala,10/23/2021,32584.619
Guatemala,10/24/2021,32603.414
Guatemala,10/25/2021,32606.647
Guatemala,10/26/2021,32680.62
Guatemala,10/27/2021,32754.648
Guatemala,10/28/2021,32824.457
Guatemala,10/29/2021,32899.909
Guatemala,10/30/2021,32953.773
Guatemala,10/31/2021,32963.088
Guatemala,11/1/2021,32967.745
Guatemala,11/2/2021,32975.197
Guatemala,11/3/2021,33018.047
Guatemala,11/4/2021,33076.458
Guatemala,11/5/2021,33128.24
Guatemala,11/6/2021,33173.665
Guatemala,11/7/2021,33187.309
Guatemala,11/8/2021,33191.966
Guatemala,11/9/2021,33246.432
Guatemala,11/10/2021,33287.748
Guatemala,11/11/2021,33332.131
Guatemala,11/12/2021,33377.556
Guatemala,11/13/2021,33410.05
Guatemala,11/14/2021,33425.118
Guatemala,11/15/2021,33426.762
Guatemala,11/16/2021,33457.283
Guatemala,11/17/2021,33500.188
Guatemala,11/18/2021,33500.188
Guatemala,11/19/2021,33590.051
Guatemala,11/20/2021,33628.353
Guatemala,11/21/2021,33638.161
Guatemala,11/22/2021,33641.339
Guatemala,11/23/2021,33693.942
Guatemala,11/24/2021,33738.6
Guatemala,11/25/2021,33784.025
Guatemala,11/26/2021,33810.491
Guatemala,11/27/2021,33835.587
Guatemala,11/28/2021,33841.889
Guatemala,11/29/2021,33842.491
Guatemala,11/30/2021,33862.382
Guernsey,1/24/2021,
Guernsey,1/25/2021,
Guernsey,1/26/2021,
Guernsey,1/27/2021,
Guernsey,1/28/2021,
Guernsey,1/29/2021,
Guernsey,1/30/2021,
Guernsey,1/31/2021,
Guernsey,2/1/2021,
Guernsey,2/2/2021,
Guernsey,2/3/2021,
Guernsey,2/4/2021,
Guernsey,2/5/2021,
Guernsey,2/6/2021,
Guernsey,2/7/2021,
Guernsey,2/8/2021,
Guernsey,2/9/2021,
Guernsey,2/10/2021,
Guernsey,2/11/2021,
Guernsey,2/12/2021,
Guernsey,2/13/2021,
Guernsey,2/14/2021,
Guernsey,2/15/2021,
Guernsey,2/16/2021,
Guernsey,2/17/2021,
Guernsey,2/18/2021,
Guernsey,2/19/2021,
Guernsey,2/20/2021,
Guernsey,2/21/2021,
Guernsey,2/22/2021,
Guernsey,2/23/2021,
Guernsey,2/24/2021,
Guernsey,2/25/2021,
Guernsey,2/26/2021,
Guernsey,2/27/2021,
Guernsey,2/28/2021,
Guernsey,3/1/2021,
Guernsey,3/2/2021,
Guernsey,3/3/2021,
Guernsey,3/4/2021,
Guernsey,3/5/2021,
Guernsey,3/6/2021,
Guernsey,3/7/2021,
Guernsey,3/8/2021,
Guernsey,3/9/2021,
Guernsey,3/10/2021,
Guernsey,3/11/2021,
Guernsey,3/12/2021,
Guernsey,3/13/2021,
Guernsey,3/14/2021,
Guernsey,3/15/2021,
Guernsey,3/16/2021,
Guernsey,3/17/2021,
Guernsey,3/18/2021,
Guernsey,3/19/2021,
Guernsey,3/20/2021,
Guernsey,3/21/2021,
Guernsey,3/22/2021,
Guernsey,3/23/2021,
Guernsey,3/24/2021,
Guernsey,3/25/2021,
Guernsey,3/26/2021,
Guernsey,3/27/2021,
Guernsey,3/28/2021,
Guernsey,3/29/2021,
Guernsey,3/30/2021,
Guernsey,3/31/2021,
Guernsey,4/1/2021,
Guernsey,4/2/2021,
Guernsey,4/3/2021,
Guernsey,4/4/2021,
Guernsey,4/5/2021,
Guernsey,4/6/2021,
Guernsey,4/7/2021,
Guernsey,4/8/2021,
Guernsey,4/9/2021,
Guernsey,4/10/2021,
Guernsey,4/11/2021,
Guernsey,4/12/2021,
Guernsey,4/13/2021,
Guernsey,4/14/2021,
Guernsey,4/15/2021,
Guernsey,4/16/2021,
Guernsey,4/17/2021,
Guernsey,4/18/2021,
Guernsey,4/19/2021,
Guernsey,4/20/2021,
Guernsey,4/21/2021,
Guernsey,4/22/2021,
Guernsey,4/23/2021,
Guernsey,4/24/2021,
Guernsey,4/25/2021,
Guernsey,4/26/2021,
Guernsey,4/27/2021,
Guernsey,4/28/2021,
Guernsey,4/29/2021,
Guernsey,4/30/2021,
Guernsey,5/1/2021,
Guernsey,5/2/2021,
Guernsey,5/3/2021,
Guernsey,5/4/2021,
Guernsey,5/5/2021,
Guernsey,5/6/2021,
Guernsey,5/7/2021,
Guernsey,5/8/2021,
Guernsey,5/9/2021,
Guernsey,5/10/2021,
Guernsey,5/11/2021,
Guernsey,5/12/2021,
Guernsey,5/13/2021,
Guernsey,5/14/2021,
Guernsey,5/15/2021,
Guernsey,5/16/2021,
Guernsey,5/17/2021,
Guernsey,5/18/2021,
Guernsey,5/19/2021,
Guernsey,5/20/2021,
Guernsey,5/21/2021,
Guernsey,5/22/2021,
Guernsey,5/23/2021,
Guernsey,5/24/2021,
Guernsey,5/25/2021,
Guernsey,5/26/2021,
Guernsey,5/27/2021,
Guernsey,5/28/2021,
Guernsey,5/29/2021,
Guernsey,5/30/2021,
Guernsey,5/31/2021,
Guernsey,6/1/2021,
Guernsey,6/2/2021,
Guernsey,6/3/2021,
Guernsey,6/4/2021,
Guernsey,6/5/2021,
Guernsey,6/6/2021,
Guernsey,6/7/2021,
Guernsey,6/8/2021,
Guernsey,6/9/2021,
Guernsey,6/10/2021,
Guernsey,6/11/2021,
Guernsey,6/12/2021,
Guernsey,6/13/2021,
Guernsey,6/14/2021,
Guernsey,6/15/2021,
Guernsey,6/16/2021,
Guernsey,6/17/2021,
Guernsey,6/18/2021,
Guernsey,6/19/2021,
Guernsey,6/20/2021,
Guernsey,6/21/2021,
Guernsey,6/22/2021,
Guernsey,6/23/2021,
Guernsey,6/24/2021,
Guernsey,6/25/2021,
Guernsey,6/26/2021,
Guernsey,6/27/2021,
Guernsey,6/28/2021,
Guernsey,6/29/2021,
Guernsey,6/30/2021,
Guernsey,7/1/2021,
Guernsey,7/2/2021,
Guernsey,7/3/2021,
Guernsey,7/4/2021,
Guernsey,7/5/2021,
Guernsey,7/6/2021,
Guernsey,7/7/2021,
Guernsey,7/8/2021,
Guernsey,7/9/2021,
Guernsey,7/10/2021,
Guernsey,7/11/2021,
Guernsey,7/12/2021,
Guernsey,7/13/2021,
Guernsey,7/14/2021,
Guernsey,7/15/2021,
Guernsey,7/16/2021,
Guernsey,7/17/2021,
Guernsey,7/18/2021,
Guernsey,7/19/2021,
Guernsey,7/20/2021,
Guernsey,7/21/2021,
Guernsey,7/22/2021,
Guernsey,7/23/2021,
Guernsey,7/24/2021,
Guernsey,7/25/2021,
Guernsey,7/26/2021,
Guernsey,7/27/2021,
Guernsey,7/28/2021,
Guernsey,7/29/2021,
Guernsey,7/30/2021,
Guernsey,7/31/2021,
Guernsey,8/1/2021,
Guernsey,8/2/2021,
Guernsey,8/3/2021,
Guernsey,8/4/2021,
Guernsey,8/5/2021,
Guernsey,8/6/2021,
Guernsey,8/7/2021,
Guernsey,8/8/2021,
Guernsey,8/9/2021,
Guernsey,8/10/2021,
Guernsey,8/11/2021,
Guernsey,8/12/2021,
Guernsey,8/13/2021,
Guernsey,8/14/2021,
Guernsey,8/15/2021,
Guernsey,8/16/2021,
Guernsey,8/17/2021,
Guernsey,8/18/2021,
Guernsey,8/19/2021,
Guernsey,8/20/2021,
Guernsey,8/21/2021,
Guernsey,8/22/2021,
Guernsey,8/23/2021,
Guernsey,8/24/2021,
Guernsey,8/25/2021,
Guernsey,8/26/2021,
Guernsey,8/27/2021,
Guernsey,8/28/2021,
Guernsey,8/29/2021,
Guernsey,8/30/2021,
Guernsey,8/31/2021,
Guernsey,9/1/2021,
Guernsey,9/2/2021,
Guernsey,9/3/2021,
Guernsey,9/4/2021,
Guernsey,9/5/2021,
Guernsey,9/6/2021,
Guernsey,9/7/2021,
Guernsey,9/8/2021,
Guernsey,9/9/2021,
Guernsey,9/10/2021,
Guernsey,9/11/2021,
Guernsey,9/12/2021,
Guernsey,9/13/2021,
Guernsey,9/14/2021,
Guernsey,9/15/2021,
Guernsey,9/16/2021,
Guernsey,9/17/2021,
Guernsey,9/18/2021,
Guernsey,9/19/2021,
Guernsey,9/20/2021,
Guernsey,9/21/2021,
Guernsey,9/22/2021,
Guernsey,9/23/2021,
Guernsey,9/24/2021,
Guernsey,9/25/2021,
Guernsey,9/26/2021,
Guernsey,9/27/2021,
Guernsey,9/28/2021,
Guernsey,9/29/2021,
Guernsey,9/30/2021,
Guernsey,10/1/2021,
Guernsey,10/2/2021,
Guernsey,10/3/2021,
Guernsey,10/4/2021,
Guernsey,10/5/2021,
Guernsey,10/6/2021,
Guernsey,10/7/2021,
Guernsey,10/8/2021,
Guernsey,10/9/2021,
Guernsey,10/10/2021,
Guernsey,10/11/2021,
Guernsey,10/12/2021,
Guernsey,10/13/2021,
Guernsey,10/14/2021,
Guernsey,10/15/2021,
Guernsey,10/16/2021,
Guernsey,10/17/2021,
Guernsey,10/18/2021,
Guernsey,10/19/2021,
Guernsey,10/20/2021,
Guernsey,10/21/2021,
Guernsey,10/22/2021,
Guernsey,10/23/2021,
Guernsey,10/24/2021,
Guernsey,10/25/2021,
Guernsey,10/26/2021,
Guernsey,10/27/2021,
Guernsey,10/28/2021,
Guernsey,10/29/2021,
Guernsey,10/30/2021,
Guernsey,10/31/2021,
Guernsey,11/1/2021,
Guernsey,11/2/2021,
Guernsey,11/3/2021,
Guernsey,11/4/2021,
Guernsey,11/5/2021,
Guernsey,11/6/2021,
Guernsey,11/7/2021,
Guernsey,11/8/2021,
Guernsey,11/9/2021,
Guernsey,11/10/2021,
Guernsey,11/11/2021,
Guernsey,11/12/2021,
Guernsey,11/13/2021,
Guernsey,11/14/2021,
Guernsey,11/15/2021,
Guernsey,11/16/2021,
Guernsey,11/17/2021,
Guernsey,11/18/2021,
Guernsey,11/19/2021,
Guernsey,11/20/2021,
Guernsey,11/21/2021,
Guernsey,11/22/2021,
Guinea,3/13/2020,0.074
Guinea,3/14/2020,0.074
Guinea,3/15/2020,0.074
Guinea,3/16/2020,0.074
Guinea,3/17/2020,0.074
Guinea,3/18/2020,0.074
Guinea,3/19/2020,0.074
Guinea,3/20/2020,0.074
Guinea,3/21/2020,0.148
Guinea,3/22/2020,0.148
Guinea,3/23/2020,0.296
Guinea,3/24/2020,0.296
Guinea,3/25/2020,0.296
Guinea,3/26/2020,0.296
Guinea,3/27/2020,0.593
Guinea,3/28/2020,0.593
Guinea,3/29/2020,1.185
Guinea,3/30/2020,1.63
Guinea,3/31/2020,1.63
Guinea,4/1/2020,2.223
Guinea,4/2/2020,3.853
Guinea,4/3/2020,5.409
Guinea,4/4/2020,8.224
Guinea,4/5/2020,8.965
Guinea,4/6/2020,9.483
Guinea,4/7/2020,10.669
Guinea,4/8/2020,12.151
Guinea,4/9/2020,14.373
Guinea,4/10/2020,15.707
Guinea,4/11/2020,18.522
Guinea,4/12/2020,18.522
Guinea,4/13/2020,23.634
Guinea,4/14/2020,26.894
Guinea,4/15/2020,29.932
Guinea,4/16/2020,32.451
Guinea,4/17/2020,35.341
Guinea,4/18/2020,38.378
Guinea,4/19/2020,42.898
Guinea,4/20/2020,46.084
Guinea,4/21/2020,50.973
Guinea,4/22/2020,56.382
Guinea,4/23/2020,63.865
Guinea,4/24/2020,70.681
Guinea,4/25/2020,73.793
Guinea,4/26/2020,73.793
Guinea,4/27/2020,86.166
Guinea,4/28/2020,91.871
Guinea,4/29/2020,100.095
Guinea,4/30/2020,110.763
Guinea,5/1/2020,113.875
Guinea,5/2/2020,117.506
Guinea,5/3/2020,117.506
Guinea,5/4/2020,126.693
Guinea,5/5/2020,134.176
Guinea,5/6/2020,137.51
Guinea,5/7/2020,142.77
Guinea,5/8/2020,148.845
Guinea,5/9/2020,151.29
Guinea,5/10/2020,158.996
Guinea,5/11/2020,158.996
Guinea,5/12/2020,170.257
Guinea,5/13/2020,175.888
Guinea,5/14/2020,183.223
Guinea,5/15/2020,183.223
Guinea,5/16/2020,196.929
Guinea,5/17/2020,196.929
Guinea,5/18/2020,207.154
Guinea,5/19/2020,212.117
Guinea,5/20/2020,212.117
Guinea,5/21/2020,227.232
Guinea,5/22/2020,227.232
Guinea,5/23/2020,235.307
Guinea,5/24/2020,242.642
Guinea,5/25/2020,242.642
Guinea,5/26/2020,242.642
Guinea,5/27/2020,242.642
Guinea,5/28/2020,263.239
Guinea,5/29/2020,270.87
Guinea,5/30/2020,274.575
Guinea,5/31/2020,274.575
Guinea,6/1/2020,284.799
Guinea,6/2/2020,287.911
Guinea,6/3/2020,291.393
Guinea,6/4/2020,295.69
Guinea,6/5/2020,300.802
Guinea,6/6/2020,305.025
Guinea,6/7/2020,305.025
Guinea,6/8/2020,312.36
Guinea,6/9/2020,315.472
Guinea,6/10/2020,315.472
Guinea,6/11/2020,323.918
Guinea,6/12/2020,327.919
Guinea,6/13/2020,332.216
Guinea,6/14/2020,335.772
Guinea,6/15/2020,338.736
Guinea,6/16/2020,343.7
Guinea,6/17/2020,345.849
Guinea,6/18/2020,358.666
Guinea,6/19/2020,363.334
Guinea,6/20/2020,367.483
Guinea,6/21/2020,369.557
Guinea,6/22/2020,369.557
Guinea,6/23/2020,373.41
Guinea,6/24/2020,383.338
Guinea,6/25/2020,383.338
Guinea,6/26/2020,389.709
Guinea,6/27/2020,392.006
Guinea,6/28/2020,395.785
Guinea,6/29/2020,396.452
Guinea,6/30/2020,399.415
Guinea,7/1/2020,400.378
Guinea,7/2/2020,403.786
Guinea,7/3/2020,409.047
Guinea,7/4/2020,412.677
Guinea,7/5/2020,415.641
Guinea,7/6/2020,415.641
Guinea,7/7/2020,417.567
Guinea,7/8/2020,422.086
Guinea,7/9/2020,435.719
Guinea,7/10/2020,442.239
Guinea,7/11/2020,447.795
Guinea,7/12/2020,454.982
Guinea,7/13/2020,454.982
Guinea,7/14/2020,459.353
Guinea,7/15/2020,464.984
Guinea,7/16/2020,471.133
Guinea,7/17/2020,476.394
Guinea,7/18/2020,480.913
Guinea,7/19/2020,484.84
Guinea,7/20/2020,488.248
Guinea,7/21/2020,492.842
Guinea,7/22/2020,499.88
Guinea,7/23/2020,504.251
Guinea,7/24/2020,508.771
Guinea,7/25/2020,513.216
Guinea,7/26/2020,519.217
Guinea,7/27/2020,522.7
Guinea,7/28/2020,527.96
Guinea,7/29/2020,532.183
Guinea,7/30/2020,536.554
Guinea,7/31/2020,541.444
Guinea,8/1/2020,541.444
Guinea,8/2/2020,542.111
Guinea,8/3/2020,545.593
Guinea,8/4/2020,554.854
Guinea,8/5/2020,561.226
Guinea,8/6/2020,567.82
Guinea,8/7/2020,576.192
Guinea,8/8/2020,583.453
Guinea,8/9/2020,587.528
Guinea,8/10/2020,587.528
Guinea,8/11/2020,594.048
Guinea,8/12/2020,601.308
Guinea,8/13/2020,607.384
Guinea,8/14/2020,611.977
Guinea,8/15/2020,618.127
Guinea,8/16/2020,628.425
Guinea,8/17/2020,638.649
Guinea,8/18/2020,645.688
Guinea,8/19/2020,651.393
Guinea,8/20/2020,657.616
Guinea,8/21/2020,661.765
Guinea,8/22/2020,661.765
Guinea,8/23/2020,664.358
Guinea,8/24/2020,672.434
Guinea,8/25/2020,676.287
Guinea,8/26/2020,679.176
Guinea,8/27/2020,682.584
Guinea,8/28/2020,685.4
Guinea,8/29/2020,685.4
Guinea,8/30/2020,694.29
Guinea,8/31/2020,697.106
Guinea,9/1/2020,702.292
Guinea,9/2/2020,702.292
Guinea,9/3/2020,709.701
Guinea,9/4/2020,714.887
Guinea,9/5/2020,714.887
Guinea,9/6/2020,725.926
Guinea,9/7/2020,727.26
Guinea,9/8/2020,729.631
Guinea,9/9/2020,732.372
Guinea,9/10/2020,736.892
Guinea,9/11/2020,739.337
Guinea,9/12/2020,742.374
Guinea,9/13/2020,744.226
Guinea,9/14/2020,745.412
Guinea,9/15/2020,749.116
Guinea,9/16/2020,752.302
Guinea,9/17/2020,752.302
Guinea,9/18/2020,758.007
Guinea,9/19/2020,762.082
Guinea,9/20/2020,764.971
Guinea,9/21/2020,766.379
Guinea,9/22/2020,769.565
Guinea,9/23/2020,773.047
Guinea,9/24/2020,773.047
Guinea,9/25/2020,776.307
Guinea,9/26/2020,778.826
Guinea,9/27/2020,783.864
Guinea,9/28/2020,785.198
Guinea,9/29/2020,787.865
Guinea,9/30/2020,789.199
Guinea,10/1/2020,789.199
Guinea,10/2/2020,795.348
Guinea,10/3/2020,795.348
Guinea,10/4/2020,796.756
Guinea,10/5/2020,800.164
Guinea,10/6/2020,804.831
Guinea,10/7/2020,804.831
Guinea,10/8/2020,807.647
Guinea,10/9/2020,811.574
Guinea,10/10/2020,814.685
Guinea,10/11/2020,816.612
Guinea,10/12/2020,819.575
Guinea,10/13/2020,824.91
Guinea,10/14/2020,828.91
Guinea,10/15/2020,833.874
Guinea,10/16/2020,841.802
Guinea,10/17/2020,850.396
Guinea,10/18/2020,853.36
Guinea,10/19/2020,853.36
Guinea,10/20/2020,854.842
Guinea,10/21/2020,859.361
Guinea,10/22/2020,862.028
Guinea,10/23/2020,862.028
Guinea,10/24/2020,862.028
Guinea,10/25/2020,862.028
Guinea,10/26/2020,862.028
Guinea,10/27/2020,875.661
Guinea,10/28/2020,875.661
Guinea,10/29/2020,890.553
Guinea,10/30/2020,894.405
Guinea,10/31/2020,894.405
Guinea,11/1/2020,903.518
Guinea,11/2/2020,904.852
Guinea,11/3/2020,904.852
Guinea,11/4/2020,913.594
Guinea,11/5/2020,915.965
Guinea,11/6/2020,915.965
Guinea,11/7/2020,918.707
Guinea,11/8/2020,919.744
Guinea,11/9/2020,923.078
Guinea,11/10/2020,924.93
Guinea,11/11/2020,927.301
Guinea,11/12/2020,928.857
Guinea,11/13/2020,928.857
Guinea,11/14/2020,932.413
Guinea,11/15/2020,934.339
Guinea,11/16/2020,935.303
Guinea,11/17/2020,937.525
Guinea,11/18/2020,941.896
Guinea,11/19/2020,941.896
Guinea,11/20/2020,944.119
Guinea,11/21/2020,948.194
Guinea,11/22/2020,950.269
Guinea,11/23/2020,951.38
Guinea,11/24/2020,953.01
Guinea,11/25/2020,957.9
Guinea,11/26/2020,959.382
Guinea,11/27/2020,966.05
Guinea,11/28/2020,966.05
Guinea,11/29/2020,966.05
Guinea,11/30/2020,971.977
Guinea,12/1/2020,971.977
Guinea,12/2/2020,973.755
Guinea,12/3/2020,975.533
Guinea,12/4/2020,976.941
Guinea,12/5/2020,980.423
Guinea,12/6/2020,980.423
Guinea,12/7/2020,982.72
Guinea,12/8/2020,982.72
Guinea,12/9/2020,987.239
Guinea,12/10/2020,990.425
Guinea,12/11/2020,992.648
Guinea,12/12/2020,994.278
Guinea,12/13/2020,994.278
Guinea,12/14/2020,997.019
Guinea,12/15/2020,997.019
Guinea,12/16/2020,998.278
Guinea,12/17/2020,999.093
Guinea,12/18/2020,1001.02
Guinea,12/19/2020,1002.576
Guinea,12/20/2020,1003.539
Guinea,12/21/2020,1005.984
Guinea,12/22/2020,1005.984
Guinea,12/23/2020,1007.465
Guinea,12/24/2020,1009.836
Guinea,12/25/2020,1011.022
Guinea,12/26/2020,1011.022
Guinea,12/27/2020,1013.096
Guinea,12/28/2020,1014.133
Guinea,12/29/2020,1014.133
Guinea,12/30/2020,1015.541
Guinea,12/31/2020,1016.653
Guinea,1/1/2021,1017.838
Guinea,1/2/2021,1021.246
Guinea,1/3/2021,1021.246
Guinea,1/4/2021,1022.357
Guinea,1/5/2021,1025.765
Guinea,1/6/2021,1025.765
Guinea,1/7/2021,1030.137
Guinea,1/8/2021,1030.137
Guinea,1/9/2021,1032.952
Guinea,1/10/2021,1032.952
Guinea,1/11/2021,1035.768
Guinea,1/12/2021,1039.102
Guinea,1/13/2021,1041.028
Guinea,1/14/2021,1041.028
Guinea,1/15/2021,1042.065
Guinea,1/16/2021,1044.51
Guinea,1/17/2021,1045.696
Guinea,1/18/2021,1049.474
Guinea,1/19/2021,1052.586
Guinea,1/20/2021,1052.586
Guinea,1/21/2021,1054.734
Guinea,1/22/2021,1056.661
Guinea,1/23/2021,1059.476
Guinea,1/24/2021,1060.884
Guinea,1/25/2021,1065.033
Guinea,1/26/2021,1065.329
Guinea,1/27/2021,1069.478
Guinea,1/28/2021,1069.478
Guinea,1/29/2021,1070.664
Guinea,1/30/2021,1072.442
Guinea,1/31/2021,1077.702
Guinea,2/1/2021,1078.369
Guinea,2/2/2021,1078.369
Guinea,2/3/2021,1078.369
Guinea,2/4/2021,1083.851
Guinea,2/5/2021,1083.851
Guinea,2/6/2021,1086.519
Guinea,2/7/2021,1088.149
Guinea,2/8/2021,1093.854
Guinea,2/9/2021,1095.854
Guinea,2/10/2021,1095.854
Guinea,2/11/2021,1100.966
Guinea,2/12/2021,1100.966
Guinea,2/13/2021,1103.559
Guinea,2/14/2021,1108.894
Guinea,2/15/2021,1108.894
Guinea,2/16/2021,1112.82
Guinea,2/17/2021,1117.858
Guinea,2/18/2021,1122.748
Guinea,2/19/2021,1127.342
Guinea,2/20/2021,1140.604
Guinea,2/21/2021,1140.604
Guinea,2/22/2021,1142.975
Guinea,2/23/2021,1147.42
Guinea,2/24/2021,1161.719
Guinea,2/25/2021,1169.795
Guinea,2/26/2021,1177.574
Guinea,2/27/2021,1177.574
Guinea,2/28/2021,1184.835
Guinea,3/1/2021,1185.798
Guinea,3/2/2021,1191.429
Guinea,3/3/2021,1206.988
Guinea,3/4/2021,1216.545
Guinea,3/5/2021,1216.545
Guinea,3/6/2021,1225.436
Guinea,3/7/2021,1235.068
Guinea,3/8/2021,1252.997
Guinea,3/9/2021,1252.997
Guinea,3/10/2021,1274.928
Guinea,3/11/2021,1287.078
Guinea,3/12/2021,1303.378
Guinea,3/13/2021,1303.378
Guinea,3/14/2021,1314.491
Guinea,3/15/2021,1322.567
Guinea,3/16/2021,1332.273
Guinea,3/17/2021,1354.722
Guinea,3/18/2021,1354.722
Guinea,3/19/2021,1375.244
Guinea,3/20/2021,1375.244
Guinea,3/21/2021,1398.583
Guinea,3/22/2021,1403.621
Guinea,3/23/2021,1403.621
Guinea,3/24/2021,1413.919
Guinea,3/25/2021,1424.884
Guinea,3/26/2021,1437.553
Guinea,3/27/2021,1444.814
Guinea,3/28/2021,1457.335
Guinea,3/29/2021,1464.966
Guinea,3/30/2021,1466.448
