location,date,total_cases_per_million
Africa,6/21/2020,223.05
Africa,6/22/2020,229.595
Africa,6/23/2020,236.201
Africa,6/24/2020,244.465
Africa,6/25/2020,253.159
Africa,6/26/2020,261.603
Africa,6/27/2020,270.512
Africa,6/28/2020,278.236
Africa,6/29/2020,286.339
Africa,6/30/2020,294.791
Africa,7/1/2020,304.411
Africa,7/2/2020,314.751
Africa,7/3/2020,325.788
Africa,7/4/2020,337.063
Africa,7/5/2020,346.99
Africa,7/6/2020,356.994
Africa,7/7/2020,369.71
Africa,7/8/2020,380.444
Africa,7/9/2020,394.416
Africa,7/10/2020,407.307
Africa,7/11/2020,420.984
Africa,7/12/2020,433.155
Africa,7/13/2020,444.855
Africa,7/14/2020,455.375
Africa,7/15/2020,468.504
Africa,7/16/2020,483.39
Africa,7/17/2020,497.615
Africa,7/18/2020,511.458
Africa,7/19/2020,524.977
Africa,7/20/2020,536.271
Africa,7/21/2020,546.376
Africa,7/22/2020,560.653
Africa,7/23/2020,574.1
Africa,7/24/2020,590.187
Africa,7/25/2020,603.397
Africa,7/26/2020,616.726
Africa,7/27/2020,626.519
Africa,7/28/2020,636.348
Africa,7/29/2020,649.192
Africa,7/30/2020,661.873
Africa,7/31/2020,675.707
Africa,8/1/2020,688.028
Africa,8/2/2020,697.299
Africa,8/3/2020,705.209
Africa,8/4/2020,712.431
Africa,8/5/2020,723.614
Africa,8/6/2020,734.047
Africa,8/7/2020,743.868
Africa,8/8/2020,754.223
Africa,8/9/2020,763.22
Africa,8/10/2020,769.869
Africa,8/11/2020,775.602
Africa,8/12/2020,782.341
Africa,8/13/2020,789.917
Africa,8/14/2020,799.05
Africa,8/15/2020,807.651
Africa,8/16/2020,814.9
Africa,8/17/2020,821.345
Africa,8/18/2020,827.644
Africa,8/19/2020,835.573
Africa,8/20/2020,843.299
Africa,8/21/2020,850.779
Africa,8/22/2020,858.375
Africa,8/23/2020,864.966
Africa,8/24/2020,870.436
Africa,8/25/2020,875.924
Africa,8/26/2020,882.372
Africa,8/27/2020,888.601
Africa,8/28/2020,894.505
Africa,8/29/2020,900.594
Africa,8/30/2020,906.761
Africa,8/31/2020,911.716
Africa,9/1/2020,916.93
Africa,9/2/2020,923.274
Africa,9/3/2020,928.914
Africa,9/4/2020,935.16
Africa,9/5/2020,940.542
Africa,9/6/2020,946.237
Africa,9/7/2020,951.24
Africa,9/8/2020,956.834
Africa,9/9/2020,962.872
Africa,9/10/2020,968.732
Africa,9/11/2020,975.059
Africa,9/12/2020,980.453
Africa,9/13/2020,985.364
Africa,9/14/2020,990.082
Africa,9/15/2020,994.858
Africa,9/16/2020,1000.19
Africa,9/17/2020,1006.454
Africa,9/18/2020,1012.4
Africa,9/19/2020,1018.754
Africa,9/20/2020,1024.885
Africa,9/21/2020,1029.359
Africa,9/22/2020,1034.339
Africa,9/23/2020,1040.692
Africa,9/24/2020,1046.652
Africa,9/25/2020,1052.46
Africa,9/26/2020,1057.129
Africa,9/27/2020,1063.221
Africa,9/28/2020,1067.347
Africa,9/29/2020,1072.814
Africa,9/30/2020,1078.953
Africa,10/1/2020,1084.243
Africa,10/2/2020,1090.689
Africa,10/3/2020,1097.116
Africa,10/4/2020,1103.005
Africa,10/5/2020,1106.434
Africa,10/6/2020,1111.24
Africa,10/7/2020,1118.918
Africa,10/8/2020,1126.857
Africa,10/9/2020,1133.092
Africa,10/10/2020,1142.943
Africa,10/11/2020,1149.48
Africa,10/12/2020,1153.765
Africa,10/13/2020,1159.469
Africa,10/14/2020,1167.848
Africa,10/15/2020,1174.485
Africa,10/16/2020,1182.262
Africa,10/17/2020,1192.65
Africa,10/18/2020,1198.615
Africa,10/19/2020,1205.667
Africa,10/20/2020,1212.784
Africa,10/21/2020,1220.412
Africa,10/22/2020,1228.401
Africa,10/23/2020,1235.993
Africa,10/24/2020,1244.546
Africa,10/25/2020,1251.168
Africa,10/26/2020,1258.955
Africa,10/27/2020,1265.266
Africa,10/28/2020,1273.932
Africa,10/29/2020,1281.988
Africa,10/30/2020,1291.894
Africa,10/31/2020,1299.957
Africa,11/1/2020,1307.454
Africa,11/2/2020,1312.97
Africa,11/3/2020,1320.885
Africa,11/4/2020,1331.085
Africa,11/5/2020,1342.291
Africa,11/6/2020,1350.821
Africa,11/7/2020,1361.755
Africa,11/8/2020,1370.859
Africa,11/9/2020,1377.328
Africa,11/10/2020,1386.912
Africa,11/11/2020,1397.118
Africa,11/12/2020,1408.601
Africa,11/13/2020,1419.276
Africa,11/14/2020,1429.532
Africa,11/15/2020,1438.683
Africa,11/16/2020,1446.188
Africa,11/17/2020,1455.56
Africa,11/18/2020,1466.691
Africa,11/19/2020,1476.829
Africa,11/20/2020,1488.291
Africa,11/21/2020,1498.015
Africa,11/22/2020,1507.33
Africa,11/23/2020,1514.665
Africa,11/24/2020,1523.768
Africa,11/25/2020,1534.432
Africa,11/26/2020,1544.577
Africa,11/27/2020,1556.256
Africa,11/28/2020,1566.012
Africa,11/29/2020,1575.532
Africa,11/30/2020,1583.063
Africa,12/1/2020,1590.953
Africa,12/2/2020,1602.903
Africa,12/3/2020,1614.292
Africa,12/4/2020,1627.374
Africa,12/5/2020,1638.126
Africa,12/6/2020,1647.938
Africa,12/7/2020,1655.676
Africa,12/8/2020,1665.328
Africa,12/9/2020,1679.45
Africa,12/10/2020,1693.381
Africa,12/11/2020,1707.271
Africa,12/12/2020,1720.476
Africa,12/13/2020,1732.286
Africa,12/14/2020,1740.596
Africa,12/15/2020,1753.692
Africa,12/16/2020,1769.075
Africa,12/17/2020,1784.014
Africa,12/18/2020,1798.08
Africa,12/19/2020,1813.565
Africa,12/20/2020,1826.98
Africa,12/21/2020,1839.203
Africa,12/22/2020,1853.754
Africa,12/23/2020,1872.5
Africa,12/24/2020,1892.19
Africa,12/25/2020,1910.964
Africa,12/26/2020,1926.532
Africa,12/27/2020,1940.129
Africa,12/28/2020,1951.195
Africa,12/29/2020,1965.85
Africa,12/30/2020,1988.124
Africa,12/31/2020,2009.812
Africa,1/1/2021,2030.016
Africa,1/2/2021,2046.681
Africa,1/3/2021,2062.695
Africa,1/4/2021,2078.552
Africa,1/5/2021,2098.094
Africa,1/6/2021,2124.157
Africa,1/7/2021,2149.952
Africa,1/8/2021,2176.483
Africa,1/9/2021,2202.018
Africa,1/10/2021,2225.053
Africa,1/11/2021,2245.442
Africa,1/12/2021,2264.419
Africa,1/13/2021,2289.218
Africa,1/14/2021,2314.152
Africa,1/15/2021,2337.128
Africa,1/16/2021,2357.171
Africa,1/17/2021,2376.558
Africa,1/18/2021,2392.885
Africa,1/19/2021,2409.976
Africa,1/20/2021,2430.607
Africa,1/21/2021,2450.957
Africa,1/22/2021,2469.872
Africa,1/23/2021,2489.795
Africa,1/24/2021,2504.488
Africa,1/25/2021,2516.608
Africa,1/26/2021,2530.147
Africa,1/27/2021,2545.336
Africa,1/28/2021,2560.464
Africa,1/29/2021,2574.447
Africa,1/30/2021,2587.456
Africa,1/31/2021,2598.932
Africa,2/1/2021,2608.181
Africa,2/2/2021,2618.964
Africa,2/3/2021,2630.222
Africa,2/4/2021,2642.209
Africa,2/5/2021,2653.809
Africa,2/6/2021,2663.522
Africa,2/7/2021,2672.216
Africa,2/8/2021,2680.487
Africa,2/9/2021,2688.709
Africa,2/10/2021,2698.26
Africa,2/11/2021,2706.936
Africa,2/12/2021,2717.057
Africa,2/13/2021,2725.016
Africa,2/14/2021,2732.598
Africa,2/15/2021,2739.767
Africa,2/16/2021,2747.041
Africa,2/17/2021,2755.897
Africa,2/18/2021,2766.125
Africa,2/19/2021,2774.166
Africa,2/20/2021,2781.111
Africa,2/21/2021,2788.035
Africa,2/22/2021,2794.602
Africa,2/23/2021,2800.251
Africa,2/24/2021,2807.881
Africa,2/25/2021,2816.884
Africa,2/26/2021,2824.95
Africa,2/27/2021,2830.653
Africa,2/28/2021,2837.507
Africa,3/1/2021,2843.906
Africa,3/2/2021,2849.403
Africa,3/3/2021,2857.313
Africa,3/4/2021,2866.471
Africa,3/5/2021,2872.689
Africa,3/6/2021,2879.944
Africa,3/7/2021,2886.105
Africa,3/8/2021,2892.865
Africa,3/9/2021,2898.548
Africa,3/10/2021,2906.135
Africa,3/11/2021,2917.234
Africa,3/12/2021,2924.417
Africa,3/13/2021,2931.958
Africa,3/14/2021,2938.191
Africa,3/15/2021,2944.339
Africa,3/16/2021,2950.931
Africa,3/17/2021,2958.923
Africa,3/18/2021,2967.153
Africa,3/19/2021,2976.358
Africa,3/20/2021,2983.078
Africa,3/21/2021,2989.735
Africa,3/22/2021,2996.807
Africa,3/23/2021,3003.079
Africa,3/24/2021,3010.975
Africa,3/25/2021,3020.097
Africa,3/26/2021,3033.53
Africa,3/27/2021,3040.512
Africa,3/28/2021,3047.043
Africa,3/29/2021,3054.111
Africa,3/30/2021,3061.24
Africa,3/31/2021,3070.509
Africa,4/1/2021,3086.686
Africa,4/2/2021,3096.221
Africa,4/3/2021,3102.612
Africa,4/4/2021,3109.562
Africa,4/5/2021,3116.278
Africa,4/6/2021,3123.276
Africa,4/7/2021,3131.785
Africa,4/8/2021,3144.005
Africa,4/9/2021,3153.156
Africa,4/10/2021,3160.234
Africa,4/11/2021,3167.328
Africa,4/12/2021,3174.764
Africa,4/13/2021,3181.867
Africa,4/14/2021,3192.005
Africa,4/15/2021,3201.212
Africa,4/16/2021,3209.988
Africa,4/17/2021,3219.715
Africa,4/18/2021,3226.52
Africa,4/19/2021,3232.89
Africa,4/20/2021,3240.259
Africa,4/21/2021,3248.9
Africa,4/22/2021,3257.98
Africa,4/23/2021,3266.762
Africa,4/24/2021,3274.154
Africa,4/25/2021,3281.041
Africa,4/26/2021,3286.036
Africa,4/27/2021,3293.17
Africa,4/28/2021,3300.086
Africa,4/29/2021,3311.444
Africa,4/30/2021,3318.317
Africa,5/1/2021,3324.125
Africa,5/2/2021,3328.631
Africa,5/3/2021,3333.661
Africa,5/4/2021,3338.957
Africa,5/5/2021,3345.967
Africa,5/6/2021,3355.634
Africa,5/7/2021,3362.463
Africa,5/8/2021,3367.124
Africa,5/9/2021,3374.209
Africa,5/10/2021,3379.274
Africa,5/11/2021,3384.558
Africa,5/12/2021,3391.139
Africa,5/13/2021,3397.434
Africa,5/14/2021,3403.383
Africa,5/15/2021,3408.476
Africa,5/16/2021,3413.685
Africa,5/17/2021,3419.025
Africa,5/18/2021,3426.798
Africa,5/19/2021,3434.188
Africa,5/20/2021,3442.567
Africa,5/21/2021,3449.971
Africa,5/22/2021,3457.244
Africa,5/23/2021,3463.17
Africa,5/24/2021,3469.359
Africa,5/25/2021,3473.61
Africa,5/26/2021,3483.937
Africa,5/27/2021,3492.449
Africa,5/28/2021,3501.51
Africa,5/29/2021,3510.155
Africa,5/30/2021,3514.501
Africa,5/31/2021,3524.094
Africa,6/1/2021,3531.476
Africa,6/2/2021,3541.532
Africa,6/3/2021,3552.323
Africa,6/4/2021,3563.198
Africa,6/5/2021,3572.45
Africa,6/6/2021,3581.745
Africa,6/7/2021,3590.012
Africa,6/8/2021,3599.465
Africa,6/9/2021,3612.975
Africa,6/10/2021,3628.805
Africa,6/11/2021,3643.303
Africa,6/12/2021,3658.492
Africa,6/13/2021,3670.784
Africa,6/14/2021,3682.184
Africa,6/15/2021,3696.637
Africa,6/16/2021,3715.785
Africa,6/17/2021,3735.645
Africa,6/18/2021,3753.195
Africa,6/19/2021,3770.48
Africa,6/20/2021,3787.231
Africa,6/21/2021,3804.559
Africa,6/22/2021,3821.127
Africa,6/23/2021,3845.065
Africa,6/24/2021,3869.865
Africa,6/25/2021,3895.408
Africa,6/26/2021,3920.585
Africa,6/27/2021,3940.615
Africa,6/28/2021,3958.785
Africa,6/29/2021,3979.443
Africa,6/30/2021,4007.694
Africa,7/1/2021,4038.93
Africa,7/2/2021,4070.364
Africa,7/3/2021,4101.966
Africa,7/4/2021,4125.077
Africa,7/5/2021,4145.725
Africa,7/6/2021,4172.569
Africa,7/7/2021,4204.913
Africa,7/8/2021,4239.361
Africa,7/9/2021,4273.296
Africa,7/10/2021,4306.398
Africa,7/11/2021,4332.211
Africa,7/12/2021,4357.333
Africa,7/13/2021,4385.346
Africa,7/14/2021,4417.533
Africa,7/15/2021,4452.925
Africa,7/16/2021,4483.066
Africa,7/17/2021,4511.371
Africa,7/18/2021,4537.716
Africa,7/19/2021,4559.729
Africa,7/20/2021,4584.169
Africa,7/21/2021,4608.486
Africa,7/22/2021,4636.613
Africa,7/23/2021,4659.595
Africa,7/24/2021,4685.348
Africa,7/25/2021,4709.299
Africa,7/26/2021,4734.157
Africa,7/27/2021,4757.006
Africa,7/28/2021,4792.451
Africa,7/29/2021,4827.207
Africa,7/30/2021,4858.531
Africa,7/31/2021,4884.679
Africa,8/1/2021,4909.586
Africa,8/2/2021,4934.681
Africa,8/3/2021,4958.492
Africa,8/4/2021,4991.387
Africa,8/5/2021,5026.195
Africa,8/6/2021,5056.771
Africa,8/7/2021,5083.214
Africa,8/8/2021,5107.708
Africa,8/9/2021,5132.168
Africa,8/10/2021,5157.289
Africa,8/11/2021,5182.484
Africa,8/12/2021,5216.222
Africa,8/13/2021,5245.694
Africa,8/14/2021,5270.362
Africa,8/15/2021,5291.409
Africa,8/16/2021,5312.807
Africa,8/17/2021,5336.307
Africa,8/18/2021,5368.309
Africa,8/19/2021,5396.949
Africa,8/20/2021,5423.995
Africa,8/21/2021,5446.463
Africa,8/22/2021,5466.428
Africa,8/23/2021,5502.119
Africa,8/24/2021,5523.817
Africa,8/25/2021,5550.088
Africa,8/26/2021,5578.174
Africa,8/27/2021,5602.939
Africa,8/28/2021,5623.383
Africa,8/29/2021,5638.72
Africa,8/30/2021,5655.451
Africa,8/31/2021,5671.985
Africa,9/1/2021,5694.404
Africa,9/2/2021,5714.751
Africa,9/3/2021,5733.925
Africa,9/4/2021,5749.219
Africa,9/5/2021,5762.253
Africa,9/6/2021,5774.709
Africa,9/7/2021,5788.966
Africa,9/8/2021,5806.043
Africa,9/9/2021,5822.001
Africa,9/10/2021,5836.23
Africa,9/11/2021,5847.618
Africa,9/12/2021,5857.156
Africa,9/13/2021,5866.293
Africa,9/14/2021,5884.625
Africa,9/15/2021,5897.232
Africa,9/16/2021,5912.797
Africa,9/17/2021,5924.467
Africa,9/18/2021,5932.717
Africa,9/19/2021,5939.574
Africa,9/20/2021,5947.649
Africa,9/21/2021,5956.008
Africa,9/22/2021,5967.623
Africa,9/23/2021,5978.286
Africa,9/24/2021,5987.209
Africa,9/25/2021,5994.267
Africa,9/26/2021,5998.562
Africa,9/27/2021,6005.201
Africa,9/28/2021,6011.59
Africa,9/29/2021,6023.13
Africa,9/30/2021,6033.028
Africa,10/1/2021,6063.42
Africa,10/2/2021,6068.051
Africa,10/3/2021,6072.023
Africa,10/4/2021,6075.454
Africa,10/5/2021,6082.007
Africa,10/6/2021,6091.24
Africa,10/7/2021,6097.111
Africa,10/8/2021,6101.558
Africa,10/9/2021,6104.972
Africa,10/10/2021,6108.396
Africa,10/11/2021,6112.341
Africa,10/12/2021,6116.429
Africa,10/13/2021,6123.483
Africa,10/14/2021,6128.118
Africa,10/15/2021,6132.5
Africa,10/16/2021,6135.862
Africa,10/17/2021,6138.762
Africa,10/18/2021,6143.75
Africa,10/19/2021,6148.157
Africa,10/20/2021,6151.496
Africa,10/21/2021,6155.646
Africa,10/22/2021,6159.03
Africa,10/23/2021,6161.907
Africa,10/24/2021,6164.25
Africa,10/25/2021,6169.13
Africa,10/26/2021,6172.228
Africa,10/27/2021,6177.111
Africa,10/28/2021,6180.786
Africa,10/29/2021,6183.799
Africa,10/30/2021,6185.783
Africa,10/31/2021,6188.184
Africa,11/1/2021,6191.136
Africa,11/2/2021,6193.99
Africa,11/3/2021,6198.274
Africa,11/4/2021,6201.043
Africa,11/5/2021,6208.03
Africa,11/6/2021,6210.076
Africa,11/7/2021,6211.936
Africa,11/8/2021,6214.797
Africa,11/9/2021,6217.756
Africa,11/10/2021,6222.932
Africa,11/11/2021,6225.996
Africa,11/12/2021,6228.38
Africa,11/13/2021,6230.212
Africa,11/14/2021,6231.188
Africa,11/15/2021,6234.656
Africa,11/16/2021,6237.113
Africa,11/17/2021,6239.676
Africa,11/18/2021,6241.941
Africa,11/19/2021,6244.95
Africa,11/20/2021,6246.997
Africa,11/21/2021,6249.263
Africa,11/22/2021,6251.641
Africa,11/23/2021,6267.875
Africa,11/24/2021,6271.286
Africa,11/25/2021,6275.448
Africa,11/26/2021,6281.028
Africa,11/27/2021,6284.965
Africa,11/28/2021,6288.925
Africa,11/29/2021,6293.75
Africa,11/30/2021,6299.707
Albania,2/25/2020,
Albania,2/26/2020,
Albania,2/27/2020,
Albania,2/28/2020,
Albania,2/29/2020,
Albania,3/1/2020,
Albania,3/2/2020,
Albania,3/3/2020,
Albania,3/4/2020,
Albania,3/5/2020,
Albania,3/6/2020,
Albania,3/7/2020,
Albania,3/8/2020,
Albania,3/9/2020,0.696
Albania,3/10/2020,3.481
Albania,3/11/2020,4.177
Albania,3/12/2020,8.006
Albania,3/13/2020,11.487
Albania,3/14/2020,13.227
Albania,3/15/2020,14.619
Albania,3/16/2020,17.752
Albania,3/17/2020,19.144
Albania,3/18/2020,20.536
Albania,3/19/2020,22.277
Albania,3/20/2020,24.365
Albania,3/21/2020,26.454
Albania,3/22/2020,30.979
Albania,3/23/2020,36.2
Albania,3/24/2020,42.813
Albania,3/25/2020,50.819
Albania,3/26/2020,60.565
Albania,3/27/2020,64.742
Albania,3/28/2020,68.571
Albania,3/29/2020,73.792
Albania,3/30/2020,77.621
Albania,3/31/2020,84.583
Albania,4/1/2020,90.152
Albania,4/2/2020,96.417
Albania,4/3/2020,105.815
Albania,4/4/2020,115.909
Albania,4/5/2020,125.656
Albania,4/6/2020,131.225
Albania,4/7/2020,133.313
Albania,4/8/2020,139.23
Albania,4/9/2020,142.363
Albania,4/10/2020,144.8
Albania,4/11/2020,150.717
Albania,4/12/2020,155.242
Albania,4/13/2020,162.552
Albania,4/14/2020,165.336
Albania,4/15/2020,171.95
Albania,4/16/2020,180.303
Albania,4/17/2020,187.613
Albania,4/18/2020,190.746
Albania,4/19/2020,195.619
Albania,4/20/2020,203.277
Albania,4/21/2020,211.978
Albania,4/22/2020,220.68
Albania,4/23/2020,230.775
Albania,4/24/2020,235.996
Albania,4/25/2020,247.83
Albania,4/26/2020,252.703
Albania,4/27/2020,256.184
Albania,4/28/2020,261.057
Albania,4/29/2020,266.626
Albania,4/30/2020,269.063
Albania,5/1/2020,272.196
Albania,5/2/2020,274.632
Albania,5/3/2020,276.721
Albania,5/4/2020,279.505
Albania,5/5/2020,285.422
Albania,5/6/2020,289.599
Albania,5/7/2020,293.08
Albania,5/8/2020,295.865
Albania,5/9/2020,297.953
Albania,5/10/2020,302.13
Albania,5/11/2020,303.522
Albania,5/12/2020,304.915
Albania,5/13/2020,306.307
Albania,5/14/2020,312.572
Albania,5/15/2020,318.838
Albania,5/16/2020,324.755
Albania,5/17/2020,329.28
Albania,5/18/2020,329.976
Albania,5/19/2020,330.324
Albania,5/20/2020,335.545
Albania,5/21/2020,337.286
Albania,5/22/2020,341.463
Albania,5/23/2020,344.247
Albania,5/24/2020,347.38
Albania,5/25/2020,349.469
Albania,5/26/2020,358.17
Albania,5/27/2020,365.48
Albania,5/28/2020,374.53
Albania,5/29/2020,382.536
Albania,5/30/2020,390.542
Albania,5/31/2020,395.763
Albania,6/1/2020,397.851
Albania,6/2/2020,405.161
Albania,6/3/2020,412.122
Albania,6/4/2020,416.647
Albania,6/5/2020,421.868
Albania,6/6/2020,428.83
Albania,6/7/2020,433.703
Albania,6/8/2020,439.62
Albania,6/9/2020,452.151
Albania,6/10/2020,466.77
Albania,6/11/2020,482.086
Albania,6/12/2020,492.876
Albania,6/13/2020,509.584
Albania,6/14/2020,529.424
Albania,6/15/2020,553.441
Albania,6/16/2020,581.983
Albania,6/17/2020,599.387
Albania,6/18/2020,622.36
Albania,6/19/2020,639.764
Albania,6/20/2020,658.212
Albania,6/21/2020,682.926
Albania,6/22/2020,694.412
Albania,6/23/2020,712.512
Albania,6/24/2020,735.833
Albania,6/25/2020,762.983
Albania,6/26/2020,789.785
Albania,6/27/2020,811.018
Albania,6/28/2020,836.079
Albania,6/29/2020,858.356
Albania,6/30/2020,882.373
Albania,7/1/2020,898.037
Albania,7/2/2020,926.579
Albania,7/3/2020,957.906
Albania,7/4/2020,981.227
Albania,7/5/2020,1006.984
Albania,7/6/2020,1031.698
Albania,7/7/2020,1057.456
Albania,7/8/2020,1081.125
Albania,7/9/2020,1109.667
Albania,7/10/2020,1140.994
Albania,7/11/2020,1173.365
Albania,7/12/2020,1202.255
Albania,7/13/2020,1242.98
Albania,7/14/2020,1276.395
Albania,7/15/2020,1305.982
Albania,7/16/2020,1340.442
Albania,7/17/2020,1359.586
Albania,7/18/2020,1395.089
Albania,7/19/2020,1423.632
Albania,7/20/2020,1451.826
Albania,7/21/2020,1493.247
Albania,7/22/2020,1516.916
Albania,7/23/2020,1554.508
Albania,7/24/2020,1590.708
Albania,7/25/2020,1614.029
Albania,7/26/2020,1657.887
Albania,7/27/2020,1698.612
Albania,7/28/2020,1739.337
Albania,7/29/2020,1776.929
Albania,7/30/2020,1808.952
Albania,7/31/2020,1836.45
Albania,8/1/2020,1878.219
Albania,8/2/2020,1921.033
Albania,8/3/2020,1956.188
Albania,8/4/2020,2001.438
Albania,8/5/2020,2049.821
Albania,8/6/2020,2094.027
Albania,8/7/2020,2141.017
Albania,8/8/2020,2184.178
Albania,8/9/2020,2231.517
Albania,8/10/2020,2275.026
Albania,8/11/2020,2323.757
Albania,8/12/2020,2372.836
Albania,8/13/2020,2426.439
Albania,8/14/2020,2477.258
Albania,8/15/2020,2527.033
Albania,8/16/2020,2568.802
Albania,8/17/2020,2610.224
Albania,8/18/2020,2664.175
Albania,8/19/2020,2719.171
Albania,8/20/2020,2773.123
Albania,8/21/2020,2826.031
Albania,8/22/2020,2880.331
Albania,8/23/2020,2933.238
Albania,8/24/2020,2995.196
Albania,8/25/2020,3048.8
Albania,8/26/2020,3107.276
Albania,8/27/2020,3161.576
Albania,8/28/2020,3200.561
Albania,8/29/2020,3229.799
Albania,8/30/2020,3264.955
Albania,8/31/2020,3311.249
Albania,9/1/2020,3343.62
Albania,9/2/2020,3386.085
Albania,9/3/2020,3426.462
Albania,9/4/2020,3469.276
Albania,9/5/2020,3516.266
Albania,9/6/2020,3569.522
Albania,9/7/2020,3622.081
Albania,9/8/2020,3673.248
Albania,9/9/2020,3725.808
Albania,9/10/2020,3780.108
Albania,9/11/2020,3836.148
Albania,9/12/2020,3893.232
Albania,9/13/2020,3951.709
Albania,9/14/2020,4009.838
Albania,9/15/2020,4062.746
Albania,9/16/2020,4112.869
Albania,9/17/2020,4158.815
Albania,9/18/2020,4202.324
Albania,9/19/2020,4255.58
Albania,9/20/2020,4310.924
Albania,9/21/2020,4363.135
Albania,9/22/2020,4408.733
Albania,9/23/2020,4450.851
Albania,9/24/2020,4497.493
Albania,9/25/2020,4540.654
Albania,9/26/2020,4578.246
Albania,9/27/2020,4615.143
Albania,9/28/2020,4661.089
Albania,9/29/2020,4705.294
Albania,9/30/2020,4750.892
Albania,10/1/2020,4805.54
Albania,10/2/2020,4860.884
Albania,10/3/2020,4913.792
Albania,10/4/2020,4965.655
Albania,10/5/2020,5015.778
Albania,10/6/2020,5070.774
Albania,10/7/2020,5127.163
Albania,10/8/2020,5185.988
Albania,10/9/2020,5244.116
Albania,10/10/2020,5301.549
Albania,10/11/2020,5360.026
Albania,10/12/2020,5419.547
Albania,10/13/2020,5482.897
Albania,10/14/2020,5553.556
Albania,10/15/2020,5643.012
Albania,10/16/2020,5743.606
Albania,10/17/2020,5838.63
Albania,10/18/2020,5936.44
Albania,10/19/2020,6039.122
Albania,10/20/2020,6143.893
Albania,10/21/2020,6247.272
Albania,10/22/2020,6352.391
Albania,10/23/2020,6458.902
Albania,10/24/2020,6564.021
Albania,10/25/2020,6668.096
Albania,10/26/2020,6768.342
Albania,10/27/2020,6867.196
Albania,10/28/2020,6975.447
Albania,10/29/2020,7071.168
Albania,10/30/2020,7182.205
Albania,10/31/2020,7266.091
Albania,11/1/2020,7379.912
Albania,11/2/2020,7491.644
Albania,11/3/2020,7624.261
Albania,11/4/2020,7762.1
Albania,11/5/2020,7908.64
Albania,11/6/2020,8078.849
Albania,11/7/2020,8251.147
Albania,11/8/2020,8425.533
Albania,11/9/2020,8608.273
Albania,11/10/2020,8804.24
Albania,11/11/2020,8980.714
Albania,11/12/2020,9123.426
Albania,11/13/2020,9293.983
Albania,11/14/2020,9479.16
Albania,11/15/2020,9686.961
Albania,11/16/2020,9896.503
Albania,11/17/2020,10138.068
Albania,11/18/2020,10385.55
Albania,11/19/2020,10659.138
Albania,11/20/2020,10950.13
Albania,11/21/2020,11206.662
Albania,11/22/2020,11403.325
Albania,11/23/2020,11680.046
Albania,11/24/2020,11939.014
Albania,11/25/2020,12163.175
Albania,11/26/2020,12391.513
Albania,11/27/2020,12616.023
Albania,11/28/2020,12805.724
Albania,11/29/2020,13096.368
